ID,City_ZhT,City_Py,Prov_Py,Prov_ZhT,Lat,Long,Level,Level_Eng,City_ZhS,Source
1237,鹿峰,Lufeng,Hunan,湖南,27.9094,110.5858,,,鹿峰,https://en.wikipedia.org/wiki/List_of_cities_in_China
1238,鹿口,Lukou,Hunan,湖南,27.7029,113.152,,,鹿口,https://en.wikipedia.org/wiki/List_of_cities_in_China
1239,民安,Min’an,Hunan,湖南,29.4595,109.437,,,民安,https://en.wikipedia.org/wiki/List_of_cities_in_China
1240,南州,Nanzhou,Hunan,湖南,29.3596,112.4024,,,南州,https://en.wikipedia.org/wiki/List_of_cities_in_China
1241,娘溪,Niangxi,Hunan,湖南,27.3086,111.4319,,,娘溪,https://en.wikipedia.org/wiki/List_of_cities_in_China
1242,前城,Qiancheng,Hunan,湖南,27.185,109.7654,,,前城,https://en.wikipedia.org/wiki/List_of_cities_in_China
1243,乾陵,Qianling,Hunan,湖南,28.7119,109.646,,,乾陵,https://en.wikipedia.org/wiki/List_of_cities_in_China
1244,前州,Qianzhou,Hunan,湖南,28.3185,109.7318,,,前州,https://github.com/boyan01/ChinaRegionDistrict
1245,清遠,Qingyuan,Hunan,湖南,28.1172,112.9985,,,清远,https://en.wikipedia.org/wiki/List_of_cities_in_China
1246,瓊湖,Qionghu,Hunan,湖南,28.8417,112.3595,,,琼湖,https://github.com/boyan01/ChinaRegionDistrict
1247,曲陽,Quyang,Hunan,湖南,26.5751,109.6381,,,曲阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1248,榮家灣,Rongjiawan,Hunan,湖南,29.3801,113.1,,,荣家湾,https://github.com/boyan01/ChinaRegionDistrict
1249,汝城城關鎮,Rucheng Chengguanzhen,Hunan,湖南,25.5364,113.7155,,,汝城城关镇,https://en.wikipedia.org/wiki/List_of_cities_in_China
1250,魯林,Rulin,Hunan,湖南,26.347,110.2663,,,鲁林,https://en.wikipedia.org/wiki/List_of_cities_in_China
1251,邵陽,Shaoyang,Hunan,湖南,27.23895,111.467674,市,Municipality,邵阳,https://github.com/boyan01/ChinaRegionDistrict
1252,雙江,Shuangjiang,Hunan,湖南,26.1547,109.7138,,,双江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1253,順靈,Shunling,Hunan,湖南,25.5917,111.9303,,,顺灵,https://en.wikipedia.org/wiki/List_of_cities_in_China
1254,塔豐,Tafeng,Hunan,湖南,25.3541,112.1899,,,塔丰,https://en.wikipedia.org/wiki/List_of_cities_in_China
1255,唐東,Tangdong,Hunan,湖南,25.9755,113.2302,,,唐东,https://github.com/boyan01/ChinaRegionDistrict
1256,塘渡口,Tangdukou,Hunan,湖南,27,111.2001,,,塘渡口,https://github.com/boyan01/ChinaRegionDistrict
1257,桃紅,Taohong,Hunan,湖南,27.1011,110.9949,,,桃红,https://en.wikipedia.org/wiki/List_of_cities_in_China
1258,桃花江,Taohuajiang,Hunan,湖南,28.5236,112.1253,,,桃花江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1259,望月,Wangyue,Hunan,湖南,28.2359,112.917,,,望月,https://en.wikipedia.org/wiki/List_of_cities_in_China
1260,文興,Wenxing,Hunan,湖南,28.6667,112.8833,,,文兴,https://en.wikipedia.org/wiki/List_of_cities_in_China
1261,武陵源,Wulingyuan,Hunan,湖南,29.3494,110.5441,,,武陵源,https://en.wikipedia.org/wiki/List_of_cities_in_China
1262,無錫,Wuxi,Hunan,湖南,26.5844,111.859,,,无锡,https://en.wikipedia.org/wiki/List_of_cities_in_China
1263,湘潭,Xiangtan,Hunan,湖南,27.829795,112.944026,市,Municipality,湘潭,https://github.com/boyan01/ChinaRegionDistrict
1264,湘西土家族苗族,Xiangxitujiazumiaozu,Hunan,湖南,28.31195,109.738906,自治州,Municipality,湘西土家族苗族,https://github.com/boyan01/ChinaRegionDistrict
1265,小浦,Xiaopu,Hunan,湖南,25.2392,111.3166,,,小浦,https://en.wikipedia.org/wiki/List_of_cities_in_China
1266,夏陽,Xiayang,Hunan,湖南,26.4889,113.768,,,夏阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1267,西渡,Xidu,Hunan,湖南,26.9563,112.3683,,,西渡,https://en.wikipedia.org/wiki/List_of_cities_in_China
1268,星沙,Xingsha,Hunan,湖南,28.2397,113.0878,,,星沙,https://en.wikipedia.org/wiki/List_of_cities_in_China
1269,新晃,Xinhuang,Hunan,湖南,27.3736,109.1338,,,新晃,https://en.wikipedia.org/wiki/List_of_cities_in_China
1270,西山,Xishan,Hunan,湖南,27.6609,113.4946,,,西山,https://github.com/boyan01/ChinaRegionDistrict
1271,伊蘇河,Yisuhe,Hunan,湖南,27.7654,112.9268,,,伊苏河,https://en.wikipedia.org/wiki/List_of_cities_in_China
1272,益陽,Yiyang,Hunan,湖南,28.554349,112.355129,市,Municipality,益阳,https://github.com/boyan01/ChinaRegionDistrict
1273,益陽市,Yiyang,Hunan,湖南,28.5833,112.3333,,,益阳市,https://github.com/boyan01/ChinaRegionDistrict
1274,宜章城關鎮,Yizhang Chengguanzhen,Hunan,湖南,25.3832,112.979,,,宜章城关镇,https://en.wikipedia.org/wiki/List_of_cities_in_China
1275,永豐,Yongfeng,Hunan,湖南,27.4283,112.1834,,,永丰,https://en.wikipedia.org/wiki/List_of_cities_in_China
1276,永興城關鎮,Yongxing Chengguanzhen,Hunan,湖南,26.1241,113.1285,,,永兴城关镇,https://en.wikipedia.org/wiki/List_of_cities_in_China
1277,永州,Yongzhou,Hunan,湖南,26.419641,111.613418,市,Municipality,永州,https://github.com/boyan01/ChinaRegionDistrict
1278,攸縣城關鎮,Youxian Chengguanzhen,Hunan,湖南,26.9917,113.3606,,,攸县城关镇,https://en.wikipedia.org/wiki/List_of_cities_in_China
1279,嶽陽,Yueyang,Hunan,湖南,29.356803,113.12873,市,Municipality,岳阳,https://github.com/boyan01/ChinaRegionDistrict
1280,潤治,Yunji,Hunan,湖南,26.6932,112.6675,,,润治,https://en.wikipedia.org/wiki/List_of_cities_in_China
1281,魚潭,Yutan,Hunan,湖南,28.3147,112.554,,,鱼潭,https://github.com/boyan01/ChinaRegionDistrict
1282,張家界,Zhangjiajie,Hunan,湖南,29.117013,110.479148,市,Municipality,张家界,https://github.com/boyan01/ChinaRegionDistrict
1283,張江,Zhangjiang,Hunan,湖南,28.911,111.4799,,,张江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1284,長沙,Changsha,Hunan,湖南,28.22808,112.938884,市,Municipality,长沙,https://github.com/boyan01/ChinaRegionDistrict
1286,枝江,Zhijiang,Hunan,湖南,27.4409,109.678,,,枝江,https://github.com/boyan01/ChinaRegionDistrict
1287,株洲,Zhuzhou,Hunan,湖南,27.827986,113.133853,市,Municipality,株洲,https://github.com/boyan01/ChinaRegionDistrict
1288,北大街,Beidajie,Jiangsu,江蘇,31.5853,120.29,,,北大街,https://en.wikipedia.org/wiki/List_of_cities_in_China
1289,賓湖,Binhu,Jiangsu,江蘇,32.0301,118.7577,,,宾湖,https://en.wikipedia.org/wiki/List_of_cities_in_China
1290,常州,Changzhou,Jiangsu,江蘇,31.811226,119.974061,市,Municipality,常州,https://github.com/boyan01/ChinaRegionDistrict
1291,成祥,Chengxiang,Jiangsu,江蘇,31.4515,121.1043,,,成祥,https://github.com/boyan01/ChinaRegionDistrict
1292,崇安寺,Chong’ansi,Jiangsu,江蘇,31.5799,120.2952,,,崇安寺,https://en.wikipedia.org/wiki/List_of_cities_in_China
1293,春熙,Chunxi,Jiangsu,江蘇,31.3277,118.8749,,,春熙,https://en.wikipedia.org/wiki/List_of_cities_in_China
1294,大中,Dazhong,Jiangsu,江蘇,33.1997,120.4578,,,大中,https://en.wikipedia.org/wiki/List_of_cities_in_China
1295,東台,Dongtai,Jiangsu,江蘇,32.8534,120.3037,,,东台,https://github.com/boyan01/ChinaRegionDistrict
1297,奉賢,Fengxian,Jiangsu,江蘇,34.7039,116.5872,,,奉贤,https://en.wikipedia.org/wiki/List_of_cities_in_China
1298,高郵,Gaoyou,Jiangsu,江蘇,32.7847,119.4432,,,高邮,https://github.com/boyan01/ChinaRegionDistrict
1299,古陽,Guyang,Jiangsu,江蘇,32.1354,119.4421,,,古阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1300,海安,Hai’an,Jiangsu,江蘇,32.532,120.4604,,,海安,https://github.com/boyan01/ChinaRegionDistrict
1301,海門,Haimen,Jiangsu,江蘇,31.8962,121.1727,,,海门,https://en.wikipedia.org/wiki/List_of_cities_in_China
1302,漢商,Hanshang,Jiangsu,江蘇,32.3774,119.393,,,汉商,https://en.wikipedia.org/wiki/List_of_cities_in_China
1303,合德,Hede,Jiangsu,江蘇,33.7722,120.2618,,,合德,https://en.wikipedia.org/wiki/List_of_cities_in_China
1304,河海,Hehai,Jiangsu,江蘇,31.8292,119.9778,,,河海,https://en.wikipedia.org/wiki/List_of_cities_in_China
1305,赫莉,Helie,Jiangsu,江蘇,31.5214,120.2896,,,赫莉,https://en.wikipedia.org/wiki/List_of_cities_in_China
1306,紅廟,Hongmiao,Jiangsu,江蘇,32.2248,118.9197,,,红庙,https://en.wikipedia.org/wiki/List_of_cities_in_China
1307,淮安,Huaian,Jiangsu,江蘇,33.551052,119.113185,市,Municipality,淮安,https://github.com/boyan01/ChinaRegionDistrict
1308,華陽,Huayang,Jiangsu,江蘇,31.9516,119.1628,,,华阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1309,迴龍,Huilong,Jiangsu,江蘇,31.8131,121.6574,,,迴龙,https://github.com/boyan01/ChinaRegionDistrict
1310,湖塘,Hutang,Jiangsu,江蘇,31.7158,119.9446,,,湖塘,https://en.wikipedia.org/wiki/List_of_cities_in_China
1311,姜堰,Jiangyan,Jiangsu,江蘇,32.5061,120.1428,,,姜堰,https://en.wikipedia.org/wiki/List_of_cities_in_China
1312,京城,Jingcheng,Jiangsu,江蘇,32.0058,120.2547,,,京城,https://github.com/boyan01/ChinaRegionDistrict
1313,金沙,Jinsha,Jiangsu,江蘇,32.0898,121.0735,,,金沙,https://en.wikipedia.org/wiki/List_of_cities_in_China
1314,覺剛,Juegang,Jiangsu,江蘇,32.3174,121.1855,,,觉刚,https://en.wikipedia.org/wiki/List_of_cities_in_China
1315,連雲港,Lianyungang,Jiangsu,江蘇,34.596653,119.221611,市,Municipality,连云港,https://github.com/boyan01/ChinaRegionDistrict
1316,立城,Licheng,Jiangsu,江蘇,31.4174,119.4786,,,立城,https://github.com/boyan01/ChinaRegionDistrict
1317,梅園新村,Meiyuan Xincun,Jiangsu,江蘇,32.0542,118.7928,,,梅园新村,https://en.wikipedia.org/wiki/List_of_cities_in_China
1318,南昌寺,Nanchansi,Jiangsu,江蘇,31.5624,120.3002,,,南昌寺,https://en.wikipedia.org/wiki/List_of_cities_in_China
1319,南京,Nanjing,Jiangsu,江蘇,32.05957,118.796682,市,Municipality,南京,https://github.com/boyan01/ChinaRegionDistrict
1320,南通,Nantong,Jiangsu,江蘇,31.981143,120.894676,市,Municipality,南通,https://github.com/boyan01/ChinaRegionDistrict
1321,寧南,Ningnan,Jiangsu,江蘇,31.985,118.7815,,,寧南,https://en.wikipedia.org/wiki/List_of_cities_in_China
1322,牛山,Niushan,Jiangsu,江蘇,34.5235,118.765,,,牛山,https://en.wikipedia.org/wiki/List_of_cities_in_China
1323,培城,Peicheng,Jiangsu,江蘇,34.7361,116.9247,,,培城,https://en.wikipedia.org/wiki/List_of_cities_in_China
1324,平江路,Pingjianglu,Jiangsu,江蘇,31.3147,120.6298,,,平江路,https://en.wikipedia.org/wiki/List_of_cities_in_China
1325,青口,Qingkou,Jiangsu,江蘇,34.8483,119.1084,,,青口,https://en.wikipedia.org/wiki/List_of_cities_in_China
1326,秦紅,Qinhong,Jiangsu,江蘇,32.0113,118.7966,,,秦红,https://en.wikipedia.org/wiki/List_of_cities_in_China
1327,汝城,Rucheng,Jiangsu,江蘇,32.3852,120.5634,,,汝城,https://github.com/boyan01/ChinaRegionDistrict
1328,邵陽,Shaoyang,Jiangsu,江蘇,32.9387,119.8404,,,邵阳,https://github.com/boyan01/ChinaRegionDistrict
1329,士路,Shilu,Jiangsu,江蘇,31.3117,120.5941,,,士路,https://en.wikipedia.org/wiki/List_of_cities_in_China
1330,獅山,Shishan,Jiangsu,江蘇,31.2988,120.5652,,,狮山,https://en.wikipedia.org/wiki/List_of_cities_in_China
1331,首湖,Shouxihu,Jiangsu,江蘇,32.4209,119.4044,,,首湖,https://en.wikipedia.org/wiki/List_of_cities_in_China
1332,雙塔,Shuangta,Jiangsu,江蘇,31.3041,120.6297,,,双塔,https://en.wikipedia.org/wiki/List_of_cities_in_China
1333,松齡,Songling,Jiangsu,江蘇,31.1933,120.7176,,,松龄,https://en.wikipedia.org/wiki/List_of_cities_in_China
1334,松龍,Songlong,Jiangsu,江蘇,31.1624,120.6384,,,松龙,https://en.wikipedia.org/wiki/List_of_cities_in_China
1335,隨城,Suicheng,Jiangsu,江蘇,33.8963,117.9331,,,随城,https://en.wikipedia.org/wiki/List_of_cities_in_China
1336,宿遷,Suqian,Jiangsu,江蘇,33.963232,118.275198,市,Municipality,宿迁,https://github.com/boyan01/ChinaRegionDistrict
1337,蘇州,Suzhou,Jiangsu,江蘇,31.2974,120.585728,市,Municipality,苏州,https://github.com/boyan01/ChinaRegionDistrict
1339,泰興,Taixing,Jiangsu,江蘇,32.1724,120.0142,,,泰兴,https://github.com/boyan01/ChinaRegionDistrict
1340,泰州,Taizhou,Jiangsu,江蘇,32.455536,119.922933,市,Municipality,泰州,https://github.com/boyan01/ChinaRegionDistrict
1341,台州,Taizhou,Jiangsu,江蘇,32.4831,119.9,,,台州,https://github.com/boyan01/ChinaRegionDistrict
1343,通山,Tongshan,Jiangsu,江蘇,34.261,117.1859,,,通山,https://github.com/boyan01/ChinaRegionDistrict
1344,文和,Wenhe,Jiangsu,江蘇,32.3952,119.4269,,,文和,https://en.wikipedia.org/wiki/List_of_cities_in_China
1345,五老村,Wulaocun,Jiangsu,江蘇,32.0344,118.7958,,,五老村,https://en.wikipedia.org/wiki/List_of_cities_in_China
1346,無錫,Wuxi,Jiangsu,江蘇,31.491169,120.31191,市,Municipality,无锡,https://github.com/boyan01/ChinaRegionDistrict
1347,新都,Xindu,Jiangsu,江蘇,33.3399,120.1459,,,新都,https://en.wikipedia.org/wiki/List_of_cities_in_China
1348,新浦,Xinpu,Jiangsu,江蘇,34.5906,119.1801,,,新浦,https://github.com/boyan01/ChinaRegionDistrict
1349,雄州,Xiongzhou,Jiangsu,江蘇,32.3436,118.8499,,,雄州,https://en.wikipedia.org/wiki/List_of_cities_in_China
1350,徐州,Xuzhou,Jiangsu,江蘇,34.205768,117.284124,市,Municipality,徐州,https://github.com/boyan01/ChinaRegionDistrict
1351,鹽城,Yancheng,Jiangsu,江蘇,33.347708,120.163107,市,Municipality,盐城,https://github.com/boyan01/ChinaRegionDistrict
1352,楊社,Yangshe,Jiangsu,江蘇,31.8775,120.5512,,,杨社,https://github.com/boyan01/ChinaRegionDistrict
1353,揚州,Yangzhou,Jiangsu,江蘇,32.394209,119.412939,市,Municipality,扬州,https://github.com/boyan01/ChinaRegionDistrict
1354,宜城,Yicheng,Jiangsu,江蘇,31.3697,119.8239,,,宜城,https://github.com/boyan01/ChinaRegionDistrict
1355,宜山,Yishan,Jiangsu,江蘇,34.2994,119.2542,,,宜山,https://en.wikipedia.org/wiki/List_of_cities_in_China
1356,遇龍,Yulong,Jiangsu,江蘇,33.3832,120.1306,,,遇龙,https://en.wikipedia.org/wiki/List_of_cities_in_China
1357,雲陽,Yunyang,Jiangsu,江蘇,31.9956,119.5646,,,云阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1358,玉山,Yushan,Jiangsu,江蘇,31.6775,120.8013,,,玉山,https://github.com/boyan01/ChinaRegionDistrict
1359,正東路,Zhengdonglu,Jiangsu,江蘇,32.1928,119.4705,,,正东路,https://en.wikipedia.org/wiki/List_of_cities_in_China
1360,鎮江,Zhenjiang,Jiangsu,江蘇,32.187849,119.425836,市,Municipality,镇江,https://github.com/boyan01/ChinaRegionDistrict
1361,鄭州,Zhenzhou,Jiangsu,江蘇,32.2739,119.1619,,,郑州,https://github.com/boyan01/ChinaRegionDistrict
1362,奧西,Aoxi,Jiangxi,江西,27.4259,115.8364,,,奥西,https://en.wikipedia.org/wiki/List_of_cities_in_China
1363,奧陽,Aoyang,Jiangxi,江西,28.239,114.9208,,,奥阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1364,巴山,Bashan,Jiangxi,江西,27.7682,116.0502,,,巴山,https://en.wikipedia.org/wiki/List_of_cities_in_China
1365,長寧,Changning,Jiangxi,江西,24.9557,115.6424,,,长寧,https://en.wikipedia.org/wiki/List_of_cities_in_China
1366,澄江,Chengjiang,Jiangxi,江西,26.8017,114.8998,,,澄江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1367,陳穎,Chenying,Jiangxi,江西,28.6929,117.0673,,,陈颖,https://en.wikipedia.org/wiki/List_of_cities_in_China
1368,東山,Dongshan,Jiangxi,江西,25.7939,114.5426,,,东山,https://en.wikipedia.org/wiki/List_of_cities_in_China
1370,杜昌,Duchang,Jiangxi,江西,29.266,116.1863,,,杜昌,https://en.wikipedia.org/wiki/List_of_cities_in_China
1371,敦厚,Dunhou,Jiangxi,江西,27.05,114.9,,,敦厚,https://en.wikipedia.org/wiki/List_of_cities_in_China
1372,恩江,Enjiang,Jiangxi,江西,27.3218,115.4292,,,恩江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1373,鳳川,Fengchuan,Jiangxi,江西,28.7,115.3833,,,凤川,https://en.wikipedia.org/wiki/List_of_cities_in_China
1374,鳳崗,Fenggang,Jiangxi,江西,27.5457,116.2146,,,凤岗,https://en.wikipedia.org/wiki/List_of_cities_in_China
1376,奮義,Fenyi,Jiangxi,江西,27.8112,114.668,,,奋义,https://en.wikipedia.org/wiki/List_of_cities_in_China
1377,福良,Fuliang,Jiangxi,江西,29.3764,117.2467,,,福良,https://en.wikipedia.org/wiki/List_of_cities_in_China
1378,芙蓉,Furong,Jiangxi,江西,26.45,114.7667,,,芙蓉,https://en.wikipedia.org/wiki/List_of_cities_in_China
1380,撫州,Fuzhou,Jiangxi,江西,27.949217,116.358181,市,Municipality,抚州,https://github.com/boyan01/ChinaRegionDistrict
1381,福州,Fuzhou,Jiangxi,江西,27.9814,116.3577,市,,福州,https://github.com/boyan01/ChinaRegionDistrict
1382,贛州,Ganzhou,Jiangxi,江西,25.830694,114.933546,市,Municipality,赣州,https://github.com/boyan01/ChinaRegionDistrict
1383,龔江,Gongjiang,Jiangxi,江西,25.9573,115.41,,,龚江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1384,貴溪,Guixi,Jiangxi,江西,28.2861,117.2083,,,贵溪,https://github.com/boyan01/ChinaRegionDistrict
1385,合川,Hechuan,Jiangxi,江西,26.9361,114.2278,,,合川,https://en.wikipedia.org/wiki/List_of_cities_in_China
1386,河口,Hekou,Jiangxi,江西,28.3159,117.7084,,,河口,https://en.wikipedia.org/wiki/List_of_cities_in_China
1387,衡水,Hengshui,Jiangxi,江西,25.7,114.3167,,,衡水,https://en.wikipedia.org/wiki/List_of_cities_in_China
1388,匯昌,Huichang,Jiangxi,江西,25.6007,115.778,,,匯昌,https://en.wikipedia.org/wiki/List_of_cities_in_China
1389,嘉定,Jiading,Jiangxi,江西,25.4295,114.928,,,嘉定,https://en.wikipedia.org/wiki/List_of_cities_in_China
1390,吉安,Jian,Jiangxi,江西,27.090763,114.966567,市,Municipality,吉安,https://github.com/boyan01/ChinaRegionDistrict
1391,建昌,Jianchang,Jiangxi,江西,27.5583,116.6398,,,建昌,https://en.wikipedia.org/wiki/List_of_cities_in_China
1392,金川,Jinchuan,Jiangxi,江西,27.7604,115.3885,,,金川,https://en.wikipedia.org/wiki/List_of_cities_in_China
1393,景德鎮,Jingdezhen,Jiangxi,江西,29.268945,117.178222,市,Municipality,景德镇,https://github.com/boyan01/ChinaRegionDistrict
1394,九江,Jiujiang,Jiangxi,江西,29.662117,115.952914,市,Municipality,九江,https://github.com/boyan01/ChinaRegionDistrict
1395,冀州,Jizhou,Jiangxi,江西,27.1147,114.9795,,,冀州,https://en.wikipedia.org/wiki/List_of_cities_in_China
1396,俊陽,Junyang,Jiangxi,江西,28.4167,115.3667,,,俊阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1397,康樂,Kangle,Jiangxi,江西,28.0956,114.4501,,,康乐,https://en.wikipedia.org/wiki/List_of_cities_in_China
1398,樂平,Leping,Jiangxi,江西,28.9632,117.1203,,,乐平,https://github.com/boyan01/ChinaRegionDistrict
1399,立實,Lishi,Jiangxi,江西,24.8046,115.0333,,,立实,https://en.wikipedia.org/wiki/List_of_cities_in_China
1400,龍城,Longcheng,Jiangxi,江西,29.8991,116.5511,,,龙城,https://en.wikipedia.org/wiki/List_of_cities_in_China
1401,魯西,Luxi,Jiangxi,江西,27.6362,114.0353,,,鲁西,https://en.wikipedia.org/wiki/List_of_cities_in_China
1402,梅江,Meijiang,Jiangxi,江西,26.4758,116.015,,,梅江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1403,美林,Meilin,Jiangxi,江西,25.8731,115.0108,,,美林,https://en.wikipedia.org/wiki/List_of_cities_in_China
1404,南安,Nan’an,Jiangxi,江西,25.3998,114.3622,,,南安,https://en.wikipedia.org/wiki/List_of_cities_in_China
1405,南昌,Nanchang,Jiangxi,江西,28.682892,115.858198,市,Municipality,南昌,https://github.com/boyan01/ChinaRegionDistrict
1406,南康,Nankang,Jiangxi,江西,29.4465,116.0407,,,南康,https://en.wikipedia.org/wiki/List_of_cities_in_China
1407,平度,Pingdu,Jiangxi,江西,27.3723943108811,114.609460437459,,,平度,https://en.wikipedia.org/wiki/List_of_cities_in_China
1408,萍鄉,Pingxiang,Jiangxi,江西,27.658373,113.887083,市,Municipality,萍乡,https://github.com/boyan01/ChinaRegionDistrict
1409,推桿,Puting,Jiangxi,江西,29.3313,115.7575,,,推桿,https://en.wikipedia.org/wiki/List_of_cities_in_China
1410,秦城,Qincheng,Jiangxi,江西,27.2127,116.5301,,,秦城,https://github.com/boyan01/ChinaRegionDistrict
1411,秦江,Qinjiang,Jiangxi,江西,26.3299,116.3347,,,秦江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1412,青亭,Qinting,Jiangxi,江西,27.1241,113.949,,,青亭,https://en.wikipedia.org/wiki/List_of_cities_in_China
1413,泉江,Quanjiang,Jiangxi,江西,26.3096,114.5129,,,泉江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1414,日豐,Rifeng,Jiangxi,江西,27.2973,116.9111,,,日丰,https://en.wikipedia.org/wiki/List_of_cities_in_China
1415,榕江,Rongjiang,Jiangxi,江西,25.6625,114.7503,,,榕江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1416,上里,Shangli,Jiangxi,江西,27.8771,113.792,,,上里,https://en.wikipedia.org/wiki/List_of_cities_in_China
1417,上饒,Shangrao,Jiangxi,江西,28.454863,117.943433,市,Municipality,上饶,https://github.com/boyan01/ChinaRegionDistrict
1419,雙溪,Shuangxi,Jiangxi,江西,28.863,115.3519,,,双溪,https://en.wikipedia.org/wiki/List_of_cities_in_China
1420,雙中,Shuangzhong,Jiangxi,江西,29.743,116.2243,,,双中,https://en.wikipedia.org/wiki/List_of_cities_in_China
1421,水邊,Shuibian,Jiangxi,江西,27.608,115.3264,,,水边,https://en.wikipedia.org/wiki/List_of_cities_in_China
1422,圖布,Tubu,Jiangxi,江西,29.0453,115.8127,,,图布,https://en.wikipedia.org/wiki/List_of_cities_in_China
1423,文峰,Wenfeng,Jiangxi,江西,27.199,115.1196,,,文峰,https://en.wikipedia.org/wiki/List_of_cities_in_China
1424,向東,Xiangdong,Jiangxi,江西,27.6521,113.7241,,,向东,https://en.wikipedia.org/wiki/List_of_cities_in_China
1425,湘湖,Xianghu,Jiangxi,江西,25.8,116,,,湘湖,https://en.wikipedia.org/wiki/List_of_cities_in_China
1426,下坪,Xiaping,Jiangxi,江西,26.7314,114.2703,,,下坪,https://en.wikipedia.org/wiki/List_of_cities_in_China
1427,興國,Xingguo,Jiangxi,江西,26.3261,115.3472,,,兴国,https://en.wikipedia.org/wiki/List_of_cities_in_China
1428,新余,Xinyu,Jiangxi,江西,27.817808,114.917346,市,Municipality,新余,https://github.com/boyan01/ChinaRegionDistrict
1429,秀姑,Xiugu,Jiangxi,江西,27.9113,116.7764,,,秀姑,https://en.wikipedia.org/wiki/List_of_cities_in_China
1430,徐江,Xujiang,Jiangxi,江西,26.8394,116.3201,,,徐江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1431,許裡,Xuri,Jiangxi,江西,28.4351,117.9198,,,许裡,https://en.wikipedia.org/wiki/List_of_cities_in_China
1433,伊春,Yichun,Jiangxi,江西,27.8041,114.383,,,伊春,https://github.com/boyan01/ChinaRegionDistrict
1434,鷹潭,Yingtan,Jiangxi,江西,28.272537,117.042173,市,Municipality,鹰潭,https://github.com/boyan01/ChinaRegionDistrict
1435,伊寧,Yining,Jiangxi,江西,29.0361,114.5636,,,伊寧,https://en.wikipedia.org/wiki/List_of_cities_in_China
1436,永寧,Yongning,Jiangxi,江西,28.5245,114.3658,,,永寧,https://en.wikipedia.org/wiki/List_of_cities_in_China
1437,昭縣,Zhaoxian,Jiangxi,江西,28.7062,115.7362,,,昭县,https://en.wikipedia.org/wiki/List_of_cities_in_China
1438,紫陽,Ziyang,Jiangxi,江西,29.2497,117.8547,,,紫阳,https://en.wikipedia.org/wiki/List_of_cities_in_China
1439,白城,Baicheng,Jilin,吉林,45.6295358691845,122.838253096222,,,白城,https://en.wikipedia.org/wiki/List_of_cities_in_China; https://github.com/boyan01/ChinaRegionDistrict
1441,百泉,Baiquan,Jilin,吉林,42.8854,124.9583,,,百泉,https://github.com/boyan01/ChinaRegionDistrict
1442,白山,Baishan,Jilin,吉林,41.943972,126.41473,市,Municipality,白山,https://github.com/boyan01/ChinaRegionDistrict
1443,長白,Changbai,Jilin,吉林,41.4167,128.1905,,,长白,https://en.wikipedia.org/wiki/List_of_cities_in_China
1444,長春,Changchun,Jilin,吉林,43.817251,125.323513,市,Municipality,长春,https://github.com/boyan01/ChinaRegionDistrict
1445,長嶺,Changling,Jilin,吉林,44.27,123.99,,,长岭,https://github.com/boyan01/ChinaRegionDistrict
1447,東風,Dongfeng,Jilin,吉林,42.6403,125.5118,,,东风,https://en.wikipedia.org/wiki/List_of_cities_in_China
1448,敦化,Dunhua,Jilin,吉林,43.3667,128.2333,,,敦化,https://github.com/boyan01/ChinaRegionDistrict
1449,撫松,Fusong,Jilin,吉林,42.325,127.2726,,,抚松,https://en.wikipedia.org/wiki/List_of_cities_in_China
1450,光明,Guangming,Jilin,吉林,45.3357,122.7765,,,光明,https://github.com/boyan01/ChinaRegionDistrict
1451,渾江,Hunjiang,Jilin,吉林,41.9346,126.4143,,,浑江,https://en.wikipedia.org/wiki/List_of_cities_in_China
1452,吉安市,Ji’an Shi,Jilin,吉林,41.1231,126.1815,,,吉安市,https://github.com/boyan01/ChinaRegionDistrict
1453,吉林,Jilin,Jilin,吉林,43.837883,126.549572,市,Municipality,吉林,https://github.com/boyan01/ChinaRegionDistrict
1455,寇謙,Kouqian,Jilin,吉林,43.6391,126.4578,,,寇谦,https://en.wikipedia.org/wiki/List_of_cities_in_China
1456,快刀島,Kuaidamao,Jilin,吉林,41.68,125.75,,,快刀岛,https://github.com/boyan01/ChinaRegionDistrict
1457,遼源,Liaoyuan,Jilin,吉林,42.887766,125.14366,市,Municipality,辽源,https://github.com/boyan01/ChinaRegionDistrict
